folio,amortizacionId,numero,concepto,plan,plazos,precio,interes,anticipo,subtotal,semanal,total,saldoTotal,saldoActual,totalPagado,liquidacion,pagado,pagoNumero,pagoPlazo,pagoFechaEsperada,pagoFechaRecibido,pagoMontoEsperado,pagoMontoRecibidoEfectivo,pagoMontoRecibidoTarjeta,pagoMontoRecibidoTransferencia,pagoMontoRecibidoAjustado,pagoMontoRecibido,pagoMontoAportado,pagoMontoExcedente,pagoMontoFaltante,pagoAnteriorId,pagoSiguienteId,vendedorRecibeFolio,sucursalRecibeFolio,vendedorOrigenFolio,sucursalOrigenFolio,liquidado,amortizacionAnteriorId,amortizacionSiguienteId
791,anticipo,0,Anticipo,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,1,1,26,2026-05-25,2026-05-25,799,0,0,0,799,799,799,0,0,,pago-1,10001,3,10001,3,0,,pago-1
791,pago-1,1,Pago 1 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-06-01,,233.85,0,0,0,0,0,0,0,233.85,anticipo,pago-2,,,,,0,anticipo,pago-2
791,pago-2,2,Pago 2 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-06-08,,233.85,0,0,0,0,0,0,0,233.85,pago-1,pago-3,,,,,0,pago-1,pago-3
791,pago-3,3,Pago 3 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-06-15,,233.85,0,0,0,0,0,0,0,233.85,pago-2,pago-4,,,,,0,pago-2,pago-4
791,pago-4,4,Pago 4 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-06-22,,233.85,0,0,0,0,0,0,0,233.85,pago-3,pago-5,,,,,0,pago-3,pago-5
791,pago-5,5,Pago 5 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-06-29,,233.85,0,0,0,0,0,0,0,233.85,pago-4,pago-6,,,,,0,pago-4,pago-6
791,pago-6,6,Pago 6 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-07-06,,233.85,0,0,0,0,0,0,0,233.85,pago-5,pago-7,,,,,0,pago-5,pago-7
791,pago-7,7,Pago 7 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-07-13,,233.85,0,0,0,0,0,0,0,233.85,pago-6,pago-8,,,,,0,pago-6,pago-8
791,pago-8,8,Pago 8 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-07-20,,233.85,0,0,0,0,0,0,0,233.85,pago-7,pago-9,,,,,0,pago-7,pago-9
791,pago-9,9,Pago 9 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-07-27,,233.85,0,0,0,0,0,0,0,233.85,pago-8,pago-10,,,,,0,pago-8,pago-10
791,pago-10,10,Pago 10 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-08-03,,233.85,0,0,0,0,0,0,0,233.85,pago-9,pago-11,,,,,0,pago-9,pago-11
791,pago-11,11,Pago 11 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-08-10,,233.85,0,0,0,0,0,0,0,233.85,pago-10,pago-12,,,,,0,pago-10,pago-12
791,pago-12,12,Pago 12 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-08-17,,233.85,0,0,0,0,0,0,0,233.85,pago-11,pago-13,,,,,0,pago-11,pago-13
791,pago-13,13,Pago 13 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-08-24,,233.85,0,0,0,0,0,0,0,233.85,pago-12,pago-14,,,,,0,pago-12,pago-14
791,pago-14,14,Pago 14 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-08-31,,233.85,0,0,0,0,0,0,0,233.85,pago-13,pago-15,,,,,0,pago-13,pago-15
791,pago-15,15,Pago 15 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-09-07,,233.85,0,0,0,0,0,0,0,233.85,pago-14,pago-16,,,,,0,pago-14,pago-16
791,pago-16,16,Pago 16 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-09-14,,233.85,0,0,0,0,0,0,0,233.85,pago-15,pago-17,,,,,0,pago-15,pago-17
791,pago-17,17,Pago 17 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-09-21,,233.85,0,0,0,0,0,0,0,233.85,pago-16,pago-18,,,,,0,pago-16,pago-18
791,pago-18,18,Pago 18 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-09-28,,233.85,0,0,0,0,0,0,0,233.85,pago-17,pago-19,,,,,0,pago-17,pago-19
791,pago-19,19,Pago 19 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-10-05,,233.85,0,0,0,0,0,0,0,233.85,pago-18,pago-20,,,,,0,pago-18,pago-20
791,pago-20,20,Pago 20 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-10-12,,233.85,0,0,0,0,0,0,0,233.85,pago-19,pago-21,,,,,0,pago-19,pago-21
791,pago-21,21,Pago 21 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-10-19,,233.85,0,0,0,0,0,0,0,233.85,pago-20,pago-22,,,,,0,pago-20,pago-22
791,pago-22,22,Pago 22 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-10-26,,233.85,0,0,0,0,0,0,0,233.85,pago-21,pago-23,,,,,0,pago-21,pago-23
791,pago-23,23,Pago 23 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-11-02,,233.85,0,0,0,0,0,0,0,233.85,pago-22,pago-24,,,,,0,pago-22,pago-24
791,pago-24,24,Pago 24 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-11-09,,233.85,0,0,0,0,0,0,0,233.85,pago-23,pago-25,,,,,0,pago-23,pago-25
791,pago-25,25,Pago 25 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-11-16,,233.85,0,0,0,0,0,0,0,233.85,pago-24,pago-26,,,,,0,pago-24,pago-26
791,pago-26,26,Pago 26 de 26,nuevo,26,3999,190,799,6080,233.85,6879,6879,6080,799,3200,0,,0,2026-11-23,,233.75,0,0,0,0,0,0,0,233.75,pago-25,,,,,,0,pago-25,
784,anticipo,0,Anticipo,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,1,1,43,2026-05-20,2026-05-20,0,0,0,0,0,0,0,0,0,,pago-1,8,6,4,4,0,,pago-1
784,pago-1,1,Pago 1 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-05-27,,264.84,0,0,0,0,0,0,0,264.84,anticipo,pago-2,,,,,0,anticipo,pago-2
784,pago-2,2,Pago 2 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-06-03,,264.84,0,0,0,0,0,0,0,264.84,pago-1,pago-3,,,,,0,pago-1,pago-3
784,pago-3,3,Pago 3 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-06-10,,264.84,0,0,0,0,0,0,0,264.84,pago-2,pago-4,,,,,0,pago-2,pago-4
784,pago-4,4,Pago 4 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-06-17,,264.84,0,0,0,0,0,0,0,264.84,pago-3,pago-5,,,,,0,pago-3,pago-5
784,pago-5,5,Pago 5 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-06-24,,264.84,0,0,0,0,0,0,0,264.84,pago-4,pago-6,,,,,0,pago-4,pago-6
784,pago-6,6,Pago 6 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-07-01,,264.84,0,0,0,0,0,0,0,264.84,pago-5,pago-7,,,,,0,pago-5,pago-7
784,pago-7,7,Pago 7 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-07-08,,264.84,0,0,0,0,0,0,0,264.84,pago-6,pago-8,,,,,0,pago-6,pago-8
784,pago-8,8,Pago 8 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-07-15,,264.84,0,0,0,0,0,0,0,264.84,pago-7,pago-9,,,,,0,pago-7,pago-9
784,pago-9,9,Pago 9 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-07-22,,264.84,0,0,0,0,0,0,0,264.84,pago-8,pago-10,,,,,0,pago-8,pago-10
784,pago-10,10,Pago 10 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-07-29,,264.84,0,0,0,0,0,0,0,264.84,pago-9,pago-11,,,,,0,pago-9,pago-11
784,pago-11,11,Pago 11 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-08-05,,264.84,0,0,0,0,0,0,0,264.84,pago-10,pago-12,,,,,0,pago-10,pago-12
784,pago-12,12,Pago 12 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-08-12,,264.84,0,0,0,0,0,0,0,264.84,pago-11,pago-13,,,,,0,pago-11,pago-13
784,pago-13,13,Pago 13 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-08-19,,264.84,0,0,0,0,0,0,0,264.84,pago-12,pago-14,,,,,0,pago-12,pago-14
784,pago-14,14,Pago 14 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-08-26,,264.84,0,0,0,0,0,0,0,264.84,pago-13,pago-15,,,,,0,pago-13,pago-15
784,pago-15,15,Pago 15 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-09-02,,264.84,0,0,0,0,0,0,0,264.84,pago-14,pago-16,,,,,0,pago-14,pago-16
784,pago-16,16,Pago 16 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-09-09,,264.84,0,0,0,0,0,0,0,264.84,pago-15,pago-17,,,,,0,pago-15,pago-17
784,pago-17,17,Pago 17 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-09-16,,264.84,0,0,0,0,0,0,0,264.84,pago-16,pago-18,,,,,0,pago-16,pago-18
784,pago-18,18,Pago 18 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-09-23,,264.84,0,0,0,0,0,0,0,264.84,pago-17,pago-19,,,,,0,pago-17,pago-19
784,pago-19,19,Pago 19 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-09-30,,264.84,0,0,0,0,0,0,0,264.84,pago-18,pago-20,,,,,0,pago-18,pago-20
784,pago-20,20,Pago 20 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-10-07,,264.84,0,0,0,0,0,0,0,264.84,pago-19,pago-21,,,,,0,pago-19,pago-21
784,pago-21,21,Pago 21 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-10-14,,264.84,0,0,0,0,0,0,0,264.84,pago-20,pago-22,,,,,0,pago-20,pago-22
784,pago-22,22,Pago 22 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-10-21,,264.84,0,0,0,0,0,0,0,264.84,pago-21,pago-23,,,,,0,pago-21,pago-23
784,pago-23,23,Pago 23 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-10-28,,264.84,0,0,0,0,0,0,0,264.84,pago-22,pago-24,,,,,0,pago-22,pago-24
784,pago-24,24,Pago 24 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-11-04,,264.84,0,0,0,0,0,0,0,264.84,pago-23,pago-25,,,,,0,pago-23,pago-25
784,pago-25,25,Pago 25 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-11-11,,264.84,0,0,0,0,0,0,0,264.84,pago-24,pago-26,,,,,0,pago-24,pago-26
784,pago-26,26,Pago 26 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-11-18,,264.84,0,0,0,0,0,0,0,264.84,pago-25,pago-27,,,,,0,pago-25,pago-27
784,pago-27,27,Pago 27 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-11-25,,264.84,0,0,0,0,0,0,0,264.84,pago-26,pago-28,,,,,0,pago-26,pago-28
784,pago-28,28,Pago 28 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-12-02,,264.84,0,0,0,0,0,0,0,264.84,pago-27,pago-29,,,,,0,pago-27,pago-29
784,pago-29,29,Pago 29 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-12-09,,264.84,0,0,0,0,0,0,0,264.84,pago-28,pago-30,,,,,0,pago-28,pago-30
784,pago-30,30,Pago 30 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-12-16,,264.84,0,0,0,0,0,0,0,264.84,pago-29,pago-31,,,,,0,pago-29,pago-31
784,pago-31,31,Pago 31 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-12-23,,264.84,0,0,0,0,0,0,0,264.84,pago-30,pago-32,,,,,0,pago-30,pago-32
784,pago-32,32,Pago 32 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2026-12-30,,264.84,0,0,0,0,0,0,0,264.84,pago-31,pago-33,,,,,0,pago-31,pago-33
784,pago-33,33,Pago 33 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-01-06,,264.84,0,0,0,0,0,0,0,264.84,pago-32,pago-34,,,,,0,pago-32,pago-34
784,pago-34,34,Pago 34 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-01-13,,264.84,0,0,0,0,0,0,0,264.84,pago-33,pago-35,,,,,0,pago-33,pago-35
784,pago-35,35,Pago 35 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-01-20,,264.84,0,0,0,0,0,0,0,264.84,pago-34,pago-36,,,,,0,pago-34,pago-36
784,pago-36,36,Pago 36 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-01-27,,264.84,0,0,0,0,0,0,0,264.84,pago-35,pago-37,,,,,0,pago-35,pago-37
784,pago-37,37,Pago 37 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-02-03,,264.84,0,0,0,0,0,0,0,264.84,pago-36,pago-38,,,,,0,pago-36,pago-38
784,pago-38,38,Pago 38 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-02-10,,264.84,0,0,0,0,0,0,0,264.84,pago-37,pago-39,,,,,0,pago-37,pago-39
784,pago-39,39,Pago 39 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-02-17,,264.84,0,0,0,0,0,0,0,264.84,pago-38,pago-40,,,,,0,pago-38,pago-40
784,pago-40,40,Pago 40 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-02-24,,264.84,0,0,0,0,0,0,0,264.84,pago-39,pago-41,,,,,0,pago-39,pago-41
784,pago-41,41,Pago 41 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-03-03,,264.84,0,0,0,0,0,0,0,264.84,pago-40,pago-42,,,,,0,pago-40,pago-42
784,pago-42,42,Pago 42 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-03-10,,264.84,0,0,0,0,0,0,0,264.84,pago-41,pago-43,,,,,0,pago-41,pago-43
784,pago-43,43,Pago 43 de 43,renovacion,43,6699,170,0,11388.3,264.84,11388.3,11388.3,11388.3,0,6699,0,,0,2027-03-17,,265.02,0,0,0,0,0,0,0,265.02,pago-42,,,,,,0,pago-42,
781,anticipo,0,Anticipo,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,1,1,26,2026-05-19,2026-05-19,0,0,0,0,0,0,0,0,0,,pago-1,8,6,14,11,0,,pago-1
781,pago-1,1,Pago 1 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-05-26,,399.94,0,0,0,0,0,0,0,399.94,anticipo,pago-2,,,,,0,anticipo,pago-2
781,pago-2,2,Pago 2 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-06-02,,399.94,0,0,0,0,0,0,0,399.94,pago-1,pago-3,,,,,0,pago-1,pago-3
781,pago-3,3,Pago 3 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-06-09,,399.94,0,0,0,0,0,0,0,399.94,pago-2,pago-4,,,,,0,pago-2,pago-4
781,pago-4,4,Pago 4 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-06-16,,399.94,0,0,0,0,0,0,0,399.94,pago-3,pago-5,,,,,0,pago-3,pago-5
781,pago-5,5,Pago 5 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-06-23,,399.94,0,0,0,0,0,0,0,399.94,pago-4,pago-6,,,,,0,pago-4,pago-6
781,pago-6,6,Pago 6 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-06-30,,399.94,0,0,0,0,0,0,0,399.94,pago-5,pago-7,,,,,0,pago-5,pago-7
781,pago-7,7,Pago 7 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-07-07,,399.94,0,0,0,0,0,0,0,399.94,pago-6,pago-8,,,,,0,pago-6,pago-8
781,pago-8,8,Pago 8 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-07-14,,399.94,0,0,0,0,0,0,0,399.94,pago-7,pago-9,,,,,0,pago-7,pago-9
781,pago-9,9,Pago 9 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-07-21,,399.94,0,0,0,0,0,0,0,399.94,pago-8,pago-10,,,,,0,pago-8,pago-10
781,pago-10,10,Pago 10 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-07-28,,399.94,0,0,0,0,0,0,0,399.94,pago-9,pago-11,,,,,0,pago-9,pago-11
781,pago-11,11,Pago 11 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-08-04,,399.94,0,0,0,0,0,0,0,399.94,pago-10,pago-12,,,,,0,pago-10,pago-12
781,pago-12,12,Pago 12 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-08-11,,399.94,0,0,0,0,0,0,0,399.94,pago-11,pago-13,,,,,0,pago-11,pago-13
781,pago-13,13,Pago 13 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-08-18,,399.94,0,0,0,0,0,0,0,399.94,pago-12,pago-14,,,,,0,pago-12,pago-14
781,pago-14,14,Pago 14 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-08-25,,399.94,0,0,0,0,0,0,0,399.94,pago-13,pago-15,,,,,0,pago-13,pago-15
781,pago-15,15,Pago 15 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-09-01,,399.94,0,0,0,0,0,0,0,399.94,pago-14,pago-16,,,,,0,pago-14,pago-16
781,pago-16,16,Pago 16 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-09-08,,399.94,0,0,0,0,0,0,0,399.94,pago-15,pago-17,,,,,0,pago-15,pago-17
781,pago-17,17,Pago 17 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-09-15,,399.94,0,0,0,0,0,0,0,399.94,pago-16,pago-18,,,,,0,pago-16,pago-18
781,pago-18,18,Pago 18 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-09-22,,399.94,0,0,0,0,0,0,0,399.94,pago-17,pago-19,,,,,0,pago-17,pago-19
781,pago-19,19,Pago 19 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-09-29,,399.94,0,0,0,0,0,0,0,399.94,pago-18,pago-20,,,,,0,pago-18,pago-20
781,pago-20,20,Pago 20 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-10-06,,399.94,0,0,0,0,0,0,0,399.94,pago-19,pago-21,,,,,0,pago-19,pago-21
781,pago-21,21,Pago 21 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-10-13,,399.94,0,0,0,0,0,0,0,399.94,pago-20,pago-22,,,,,0,pago-20,pago-22
781,pago-22,22,Pago 22 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-10-20,,399.94,0,0,0,0,0,0,0,399.94,pago-21,pago-23,,,,,0,pago-21,pago-23
781,pago-23,23,Pago 23 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-10-27,,399.94,0,0,0,0,0,0,0,399.94,pago-22,pago-24,,,,,0,pago-22,pago-24
781,pago-24,24,Pago 24 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-11-03,,399.94,0,0,0,0,0,0,0,399.94,pago-23,pago-25,,,,,0,pago-23,pago-25
781,pago-25,25,Pago 25 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-11-10,,399.94,0,0,0,0,0,0,0,399.94,pago-24,pago-26,,,,,0,pago-24,pago-26
781,pago-26,26,Pago 26 de 26,renovacion,26,6499,160,0,10398.4,399.94,10398.4,10398.4,10398.4,0,6499,0,,0,2026-11-17,,399.9,0,0,0,0,0,0,0,399.9,pago-25,,,,,,0,pago-25,
779,anticipo,0,Anticipo,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9890.02,999,4070,1,1,43,2026-05-17,2026-05-17,999,0,0,0,999,999,999,0,0,,pago-1,33,6,12,14,0,,pago-1
779,pago-1,1,Pago 1 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,1,2,1,2026-05-24,2026-05-25,230,230,0,0,0,230,230,0,0,anticipo,pago-2,10103,14,12,14,0,anticipo,pago-2
779,pago-2,2,Pago 2 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-05-31,,230,0,0,0,0,0,0,0,230,pago-1,pago-3,,,,,0,pago-1,pago-3
779,pago-3,3,Pago 3 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-06-07,,230,0,0,0,0,0,0,0,230,pago-2,pago-4,,,,,0,pago-2,pago-4
779,pago-4,4,Pago 4 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-06-14,,230,0,0,0,0,0,0,0,230,pago-3,pago-5,,,,,0,pago-3,pago-5
779,pago-5,5,Pago 5 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-06-21,,230,0,0,0,0,0,0,0,230,pago-4,pago-6,,,,,0,pago-4,pago-6
779,pago-6,6,Pago 6 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-06-28,,230,0,0,0,0,0,0,0,230,pago-5,pago-7,,,,,0,pago-5,pago-7
779,pago-7,7,Pago 7 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-07-05,,230,0,0,0,0,0,0,0,230,pago-6,pago-8,,,,,0,pago-6,pago-8
779,pago-8,8,Pago 8 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-07-12,,230,0,0,0,0,0,0,0,230,pago-7,pago-9,,,,,0,pago-7,pago-9
779,pago-9,9,Pago 9 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-07-19,,230,0,0,0,0,0,0,0,230,pago-8,pago-10,,,,,0,pago-8,pago-10
779,pago-10,10,Pago 10 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-07-26,,230,0,0,0,0,0,0,0,230,pago-9,pago-11,,,,,0,pago-9,pago-11
779,pago-11,11,Pago 11 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-08-02,,230,0,0,0,0,0,0,0,230,pago-10,pago-12,,,,,0,pago-10,pago-12
779,pago-12,12,Pago 12 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-08-09,,230,0,0,0,0,0,0,0,230,pago-11,pago-13,,,,,0,pago-11,pago-13
779,pago-13,13,Pago 13 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-08-16,,230,0,0,0,0,0,0,0,230,pago-12,pago-14,,,,,0,pago-12,pago-14
779,pago-14,14,Pago 14 de 43,nuevo,43,5299,230,999,9890.02,230,10889.02,10889.02,9660.02,1229,4070,0,,0,2026-08-23,,230,0,0,0,0,0,0,0,230,pago-13,pago-15,,,,,0,pago-13,pago-15
